author_key,display_name,authorChannelId,n_comments,cluster,avg_len,reply_share,mean_likes,sent_mean,sent_std,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,neutral,sample_comment
UC94KVOVEcfeqOC4xdyLzgnA,@vitoriabrilhante9650,UC94KVOVEcfeqOC4xdyLzgnA,1,1,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Anittaaaaa
UC96Z_nPzXApn8BaQhYm7kOg,@IgnacioBass,UC96Z_nPzXApn8BaQhYm7kOg,1,1,3.0,0.0,0.0,-0.4753,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,You crushed it!
UC9dsn9J-kfOZ9bIhTxSxrIw,@MdaadiSika,UC9dsn9J-kfOZ9bIhTxSxrIw,1,4,16.0,0.0,3.0,0.9274,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,I&#39;m your an old subscriber of l&#39;orel company. Can you make the video on color 9.11❤❤❤
UC9nwBt3vbNourFUIAwUBjqw,@luanamoraes323,UC9nwBt3vbNourFUIAwUBjqw,1,4,8.0,0.0,1.0,0.7184,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Quero vê @ Breno moreru, comentando isso 😊"
UC9pd2pN7BrKcA4Q8QwKvBWw,@--legion,UC9pd2pN7BrKcA4Q8QwKvBWw,1,2,5.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Young women are real women.
UC9wMSDAIJrla7Sr2SWeUMzQ,@megdyosa574,UC9wMSDAIJrla7Sr2SWeUMzQ,1,5,10.0,0.0,0.0,0.5983,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Pia Wurtzbach is a queen 👑. Miss Universe 2015! ❤
UC9yCtpGRrKJZLCtVj2tcy8Q,@JosieJoplin99,UC9yCtpGRrKJZLCtVj2tcy8Q,1,0,14.0,0.0,0.0,0.3612,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Loreal still tests on animals.  It&#39;s gruesome and inhumane what they do.  Shop natural.
UCA6PUXQjADGqhw9JppWfXEA,@lauramejias4483,UCA6PUXQjADGqhw9JppWfXEA,1,4,19.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Hola solo compre el cartucho porq pensé q era un tinte normal. Puedo abrirlo a aplicarlo con una brocha?
UCAAhUMUhuzIq9oyj0KwHdBw,@jess4951,UCAAhUMUhuzIq9oyj0KwHdBw,1,2,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,what does &quot;refreshen lengths&quot; mean?
UCABU8Rx0QkHt6RCLjtZEkhQ,@animalwonders2023,UCABU8Rx0QkHt6RCLjtZEkhQ,1,0,9.0,0.0,5.0,0.9614,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Okay, but why is she literally so gorgeous???!!!!!!!!!! ❤"
UCAFocW1oFLmFtEYKhGNNB4Q,@cinthyarivera6276,UCAFocW1oFLmFtEYKhGNNB4Q,1,0,1.0,0.0,0.0,0.9571,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,❤❤❤❤
UCASWryCj947YSEtWKdgAhuw,@BennyStansell,UCASWryCj947YSEtWKdgAhuw,2,0,4.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,Does ANYONE remember this back in the 70’s?
UCAWHAq6srddxxtm1G1tH_-g,@edinaszonyi722,UCAWHAq6srddxxtm1G1tH_-g,1,3,34.0,0.0,3.0,0.8221,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"I started using the product, I really like it. How long, i.e. how many weeks or months, should I use the L&#39;Oreal Paris Bright Reveal Exfoliant Peel, how long should the treatment last? Thanks."
UCAcp9CNzbolupCF5sWPFY5A,@melllgadurado143,UCAcp9CNzbolupCF5sWPFY5A,1,0,6.0,0.0,23.0,0.9552,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Pia and all the beautiful ladiesss❤❤❤
UCAqO7BJC_EAzMrY7hLLtWrw,@taptipandit1361,UCAqO7BJC_EAzMrY7hLLtWrw,1,2,5.0,0.0,0.0,0.9837,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Aishwarya Rai is breathtaking ❤❤❤❤❤❤
UCAtM8SwJcgXEMiHhNS0kptQ,@neonlights777,UCAtM8SwJcgXEMiHhNS0kptQ,2,4,33.0,0.0,1.0,-0.4559,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I can’t with you all using Raphael Spezzotto to promote men’s skincare after his previous posts insulting men and controversial gender stereotyping on who pays for what! <br><br>Look into who you’re partnering with!
UCAtyuqzqZDOtFtdryHSQVig,@thelyonandtheox,UCAtyuqzqZDOtFtdryHSQVig,1,1,8.0,0.0,4.0,-0.34,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,She gives me Tim Waltz wife vibes 😬
UCAz8kvbrmuquWlpHhK1VcxA,@jahnavirao3069,UCAz8kvbrmuquWlpHhK1VcxA,2,8,5.0,0.0,1.5,0.26335,0.37243314165095454,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Go Wawa!!
UCB7j4opSWcHhjGvi-_jqYNw,@lumino_orqyo4164,UCB7j4opSWcHhjGvi-_jqYNw,1,4,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Zou ye actrice chinoise magnifique.  Andy macdowell 👍
UCBGiKyur-o7phuWc3-3Yi2Q,@adhsd1,UCBGiKyur-o7phuWc3-3Yi2Q,1,2,2.0,0.0,0.0,0.7482,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Aishwarya Rai!!!!❤
UCBHIHzQ24Gv_XSO5COawPDQ,@ladyjedi3D,UCBHIHzQ24Gv_XSO5COawPDQ,1,1,1.0,0.0,1.0,0.636,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Beautiful!
UCBIPl-tDcSlVHUHSxonjDoA,@Just_a_french_equestrian,UCBIPl-tDcSlVHUHSxonjDoA,1,4,11.0,0.0,0.0,0.9458,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Esra❤❤😊 next year i NEED to see @freyaloren on the runway!!!
UCBS5EJq0jdBQWJVxU90u7vg,@jaylordgorospe207,UCBS5EJq0jdBQWJVxU90u7vg,1,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Pia❤️❤️❤️❤️❤️
UCBSSZeMjuimKkB6nsyIxDAw,@makeupbykifana,UCBSSZeMjuimKkB6nsyIxDAw,3,8,7.333333333333333,0.0,1.0,0.7915333333333333,0.059175360863566694,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,Okayyyyyyyyyyy! 😍👌🏿
UCBW86H1JJSS2qtznA5_qn1w,@DarkMAGAnews,UCBW86H1JJSS2qtznA5_qn1w,1,0,4.0,0.0,4.0,0.6369,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,I love her realness
UCBXCb5jvTClZ28olWT5T01w,@ouyummycoco,UCBXCb5jvTClZ28olWT5T01w,1,2,4.0,0.0,0.0,0.6486,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I agree . lol
UCBcNvUrb6qF-pzpshUjIlvg,@chermf4085,UCBcNvUrb6qF-pzpshUjIlvg,1,2,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,What shade did you use?
UCBdQ5FhV2MqPjGkr8h4dniQ,@MrsSkeptical-iq2ix,UCBdQ5FhV2MqPjGkr8h4dniQ,1,0,8.0,0.0,1.0,0.6124,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Plus it stinks as it has ammonia 😊
UCBe8z7jF0--3g4vpwPjwwxA,@sahmanbaia,UCBe8z7jF0--3g4vpwPjwwxA,1,0,2.0,0.0,0.0,0.4588,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Anitta 🥰🫦👏
UCBfUIODDuZOSG2vkTJngB5g,@naina_dailyvlogs,UCBfUIODDuZOSG2vkTJngB5g,1,2,3.0,0.0,0.0,0.9274,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Kendall Jenner ❤❤❤
UCBiQYngfP3BTPJNs1M9PZuQ,@vivianaleonhappycranberries,UCBiQYngfP3BTPJNs1M9PZuQ,1,2,2.0,0.0,0.0,0.9875,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,🎉🎉🎉🎉 🥰🥰🥰🎶👏🥳
UCBiix6T51wJ07_sqmsLnWeg,@anthonyrichard7319,UCBiix6T51wJ07_sqmsLnWeg,1,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Hmmm😮
UCBu9I3jOi4IxE8iT2clgmBA,@tluangitluangi6343,UCBu9I3jOi4IxE8iT2clgmBA,1,0,1.0,0.0,0.0,0.6369,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Kendall❤
UCBuh_tLQgUnR3obIwgM0OHA,@dilkhushsingh2402,UCBuh_tLQgUnR3obIwgM0OHA,1,1,5.0,0.0,0.0,0.6369,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Kendal is just lit ❤
UCCASf2AfR1v4dRUdBVqHopg,@TAMARAGAPP,UCCASf2AfR1v4dRUdBVqHopg,1,0,8.0,0.0,8.0,0.836,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Your products are wonderful get rid of kardashians❤
UCCMSPHcSs2YXd4N7oQfqPCA,@njs198-h9w,UCCMSPHcSs2YXd4N7oQfqPCA,1,2,5.0,0.0,0.0,0.6369,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Kandel and Becky Rebecca ❤
UCCUiENXNXc6OLMNIrH71wHg,@Minakshi7138,UCCUiENXNXc6OLMNIrH71wHg,1,4,4.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Greek goddess Aishwarya rai
UCCZMsVl8ngFnmZGS2JKc--A,@lovecats4everDuh,UCCZMsVl8ngFnmZGS2JKc--A,1,2,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,👍
UCCkR1l_mz9uXLKLvMf-DVxg,@MahadeoPawar-w9v,UCCkR1l_mz9uXLKLvMf-DVxg,1,2,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Aishwarya ❤️
UCCpZQO9EIH6bnvV-FE1-PcA,@langdonalger149,UCCpZQO9EIH6bnvV-FE1-PcA,1,2,17.0,0.0,1.0,0.8473,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yeah. She totally looks like she’s embracing her age at 55. It’s all just soap and love.
UCCswJcQAixY9jxZfU9EtPJQ,@LoriAvery1960,UCCswJcQAixY9jxZfU9EtPJQ,1,4,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,your only so-pose do just the roots
UCCyRgjN8fcV5rsJbz6zEYmQ,@NagamahPalany,UCCyRgjN8fcV5rsJbz6zEYmQ,1,4,1.0,0.0,1.0,0.9854,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,❤❤❤❤❤❤❤
UCCz2DTZ95NRznh0tBiOlL5g,@JulentesDing,UCCz2DTZ95NRznh0tBiOlL5g,1,4,9.0,0.0,0.0,-0.296,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Why is there no complete list of  the women?
UCCzK_fmpsb222PGAqGOrA0g,@Gevalia_the_karma,UCCzK_fmpsb222PGAqGOrA0g,1,3,7.0,0.0,2.0,0.9477,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,First one here ❤❤❤ good morning everyone
UCD2fQiFfCtFu9JWNh6n-j2A,@zubiamasood9571,UCD2fQiFfCtFu9JWNh6n-j2A,1,2,7.0,0.0,0.0,0.6361,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Kendall Jenner..the most beautiful woman on earth
UCD5_QY-eiKRlIDu2kPV772w,@andrewjones9991,UCD5_QY-eiKRlIDu2kPV772w,1,3,25.0,0.0,1.0,0.34,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gurl I hope you got paid good cause you just threw your reputation in the trash. You expect us not to believe our lying eyes?
UCDTlQ-aowjz9H3P4Bedlf0Q,@ggletv,UCDTlQ-aowjz9H3P4Bedlf0Q,1,4,39.0,0.0,0.0,0.8181,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,this smells SO GOOD it&#39;s INSANE. even if you don&#39;t have hard water use the conditioner at least (but the shampoo is a good clarifying shampoo regardless) because it smells THAT good and isn&#39;t that necessary for hard water
UCDXIXYRlk32HSvhgunv-tOg,@klhparagon1,UCDXIXYRlk32HSvhgunv-tOg,1,3,6.0,0.0,4.0,0.8353,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,So proud of my wife! ❤
UCDkyMVD9o6AyKN8TNlULHEw,@TheGoaBase,UCDkyMVD9o6AyKN8TNlULHEw,1,2,6.0,0.0,0.0,0.4753,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Iconic Greek Goddess Doukissa Nomikou! 🔥💜
UCDsSqBEURMCfdODh-mDBDiQ,@renatarizzoguilherme4923,UCDsSqBEURMCfdODh-mDBDiQ,1,4,8.0,0.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,It doesn’t seem to work only on roots.
UCDtXqOYRtNYuIm2dkrjLlOg,@MsGabrielAW,UCDtXqOYRtNYuIm2dkrjLlOg,1,4,19.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Ana Milán por dioooos!! Que hermosura de mujer ❤️ que alegría verte ahí, lo feliz que se te ve"
UCE1Whr3cTkeDLZ5fCAb98ZQ,@licilleestaniel4313,UCE1Whr3cTkeDLZ5fCAb98ZQ,1,0,4.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Name of the product?
UCE9lFRROnf0pbCWyUFwVpiw,@mya22833,UCE9lFRROnf0pbCWyUFwVpiw,1,2,6.0,0.0,2.0,0.2732,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,They work for me as well
UCEFdmRM06V3bGvRb1Y7HQ7Q,@CharlotteW31,UCEFdmRM06V3bGvRb1Y7HQ7Q,1,4,3.0,0.0,1.0,0.7156,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jahnavi is amazing!!!!
UCEH9_4e9SNDIDpgJGQDaB8A,@amitwagh77,UCEH9_4e9SNDIDpgJGQDaB8A,1,3,20.0,0.0,0.0,0.9201,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Girl show business good for empire Gigi Rockstar walk graceful attractive young, 🌱 rest force girl liked brand fit clothes"
UCEagBIQ6ZWuZRx25lZ8BZcg,@TeresaVerdín-w7m,UCEagBIQ6ZWuZRx25lZ8BZcg,1,0,3.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Hermosa Becky Armstrong
UCEcNu18kQPiW2UtmHInFzgQ,@irismisshula842,UCEcNu18kQPiW2UtmHInFzgQ,1,1,12.0,0.0,1.0,0.8553,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Love this tutorial and your brows, makeup and nails are all beautiful!"
UCElqt6DkwKNCSBVFnGyQ_tg,@mesayerobeson1859,UCElqt6DkwKNCSBVFnGyQ_tg,1,4,10.0,0.0,0.0,0.7184,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,😮 going on a Target 🎯 run 🏃🏽‍♀️ right now😊
UCEy57VFn8ywzjgg8s2izDYA,@awmchd,UCEy57VFn8ywzjgg8s2izDYA,1,2,1.0,0.0,1.0,0.7184,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Esraaaaa😍😍
UCF0GZml3XL-GFtyJbUBTHBw,@TheIoana360,UCF0GZml3XL-GFtyJbUBTHBw,2,4,7.0,0.0,0.5,-0.07655,0.10825804819966044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,I don&#39;t understand how it works
UCF1LuYDXTBapLwJTAAnhMMA,@CarlosEduardo-qh8bd,UCF1LuYDXTBapLwJTAAnhMMA,1,2,1.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Anittaaaaa
UCF4a4uiWAClS-zgwViCYptQ,@Fraisefemme3560,UCF4a4uiWAClS-zgwViCYptQ,1,3,4.0,0.0,0.0,0.4404,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The white T-shirt tho😂
UCF7cfFhYOor7bdAw9QCeE2A,@CartnoonVideo-gs7vn,UCF7cfFhYOor7bdAw9QCeE2A,1,4,2.0,0.0,0.0,0.624,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,very Amazing
UCFWUrTl6UdhF7Q4f30meBeA,@vikasrana.10,UCFWUrTl6UdhF7Q4f30meBeA,1,1,6.0,0.0,0.0,0.8555,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Watching it only for Aishwarya ❤❤
UCFXtn5dkXOIRw-P1UDyh9sg,@Zxcvbbbn2024,UCFXtn5dkXOIRw-P1UDyh9sg,1,1,3.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Rebecca Armstrong 👑
UCFp_T-j5k8bdtDnbw4Kjzmg,@jaykisarker6394,UCFp_T-j5k8bdtDnbw4Kjzmg,1,2,5.0,0.0,0.0,0.9976,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Aishwarya👑👑 ❤❤❤❤❤❤❤  looks stunning ❤❤❤❤❤❤❤❤❤❤👑👑👑👑👑
UCFrqm7-ZF0A3BtCGAYUASpQ,@beembooh09,UCFrqm7-ZF0A3BtCGAYUASpQ,1,5,8.0,0.0,0.0,-0.1531,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Pia Wurtzbach Miss Universe 2015 - Philippines 👏👏👏
UCFvRogrPXELUKXhcTdAX2wg,@MeryelenSantos,UCFvRogrPXELUKXhcTdAX2wg,1,2,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Thaís Araújo estava muito bonita e anita também.
UCFvo2y3HbQA6YAZnsLNDSbQ,@König-KorTac-q7p,UCFvo2y3HbQA6YAZnsLNDSbQ,1,3,11.0,0.0,0.0,0.4927,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Can y&#39;all make it in white? That would be really useful
UCG-Do5EKAeuc6lD0HZ5Q7fQ,@artfront6059,UCG-Do5EKAeuc6lD0HZ5Q7fQ,1,5,3.0,0.0,14.0,0.2732,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Miss world aishwarya🎉
UCG92mrgrydyA9HZyQneDmVw,@jafallica,UCG92mrgrydyA9HZyQneDmVw,1,0,22.0,0.0,6.0,-0.5803,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"So, why are you lying about this?  Why did you not get one spec of black hair color on your white shirt?"
UCGMthO_Fov3_86TgoqXuF1w,@TheGilrwhorideshorses,UCGMthO_Fov3_86TgoqXuF1w,1,7,4.0,0.0,2.0,0.8834,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Wow i need this😊
UCGZGXJ6aHj9lvzrNYyI2aGg,@RyansChannel0203,UCGZGXJ6aHj9lvzrNYyI2aGg,1,2,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Who&#39;s the blonde?
UCG_Uses5o4Qlj4FeRKnSeKQ,@loveslove03ify,UCG_Uses5o4Qlj4FeRKnSeKQ,1,0,14.0,0.0,2.0,0.6696,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,I love this soooo much Desi and Shayla are part of my OG YouTubers!
UCG_Y1T5KyQUmXSEFyPjKPgg,@anitajaggie8542,UCG_Y1T5KyQUmXSEFyPjKPgg,1,4,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,🩷
UCGj4o9mUv6wcZiw28QsQTQQ,@IONov990,UCGj4o9mUv6wcZiw28QsQTQQ,1,2,5.0,0.0,1.0,0.6369,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,I love the eye makeup
UCGslLM4-fLxl1kRApnKjsEw,@Sunflower-y2p,UCGslLM4-fLxl1kRApnKjsEw,1,7,1.0,0.0,0.0,0.5859,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Wow
UCHCrcr0zg4AJ8sKlZM2KlPw,@AshleyMagyar,UCHCrcr0zg4AJ8sKlZM2KlPw,1,4,7.0,0.0,1.0,0.6369,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Love it. Going to get it today
UCHKuwSddcjCLfU_v4Bg4Jng,@MimmyxMoochie,UCHKuwSddcjCLfU_v4Bg4Jng,1,0,7.0,0.0,12.0,0.6239,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Halle berry is still an iconic beauty!
UCHLnCigXCgwehapwd9ZWP6A,@Burningdaylighter,UCHLnCigXCgwehapwd9ZWP6A,1,0,9.0,0.0,0.0,0.6588,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Not Ann from ANTM cycle 3! She looks great
UCHMhQ7Ig48eSAPe6xUy6zGA,@ajitkujur1122,UCHMhQ7Ig48eSAPe6xUy6zGA,1,0,7.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mile stone Miledge .... <i>_</i> Bravo 👏👏🤠
UCHUr1KESVQxT9aquxqbXusg,@jennifercooljeo6552,UCHUr1KESVQxT9aquxqbXusg,1,2,3.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Who’s the model
UCHjjHiE4sUklFJ21UecSxnA,@Joanfrancisco-b6q,UCHjjHiE4sUklFJ21UecSxnA,1,2,11.0,0.0,2.0,0.9559,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Welcom bck baby cara u still gorgeous u my queen 👑❤❤❤
UCHm0ELl-ssqakpU3cL6zBzg,@leeettawells1222,UCHm0ELl-ssqakpU3cL6zBzg,1,2,1.0,0.0,2.0,0.5574,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Fantastic
UCHphmrXZPpsn0Ahj01ME1nw,@rania6731,UCHphmrXZPpsn0Ahj01ME1nw,1,7,6.0,0.0,0.0,0.3818,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yassmine Sabry omg she is stunning
UCHr2FHFsqqyV2pcSVUjgNgg,@nanheinkham5745,UCHr2FHFsqqyV2pcSVUjgNgg,1,3,10.0,0.0,0.0,0.4902,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OMG Zhouye so prettyyyyyy. Red really looks good on her.
UCI516dZT3p_peJMyq5JVMog,@lindsey4738,UCI516dZT3p_peJMyq5JVMog,1,0,3.0,0.0,9.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Take my money
UCI6wrGa3m6k2G5TZBOrVxgg,@anujass916,UCI6wrGa3m6k2G5TZBOrVxgg,1,0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,aiswarya rai :18:45
UCIIjgpfIx5RjaiL9qJAiSsg,@YasminGoncalves1998,UCIIjgpfIx5RjaiL9qJAiSsg,1,2,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,I’m SAT!!!
UCILpR7Brz8_HCsjkHnMSDsg,@Name-wk4vx,UCILpR7Brz8_HCsjkHnMSDsg,1,3,25.0,0.0,0.0,0.5859,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I used to watch tgis YouTuber many years ago would anyone please tell me her name <br>I think it was Nichol or something like that
UCIO-eS-UJNE_5FHz3GL9vKw,@Debbie-b6n,UCIO-eS-UJNE_5FHz3GL9vKw,1,2,8.0,0.0,1.0,0.4019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Wish we can put in our own color
UCIclq269bjgnEiBmxjTqNWQ,@jenniferroselynn,UCIclq269bjgnEiBmxjTqNWQ,2,2,1.0,0.0,1.0,0.6581999999999999,0.014990663761154845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Gorgeous!
UCIppAo9M6WPed1BypUCsqmQ,@SofiadaHoraRomaniSecundino,UCIppAo9M6WPed1BypUCsqmQ,1,2,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Hi bestieessssss
UCIuhh7H0kpOJtYHJDgXPLWg,@Nico-dl7cp,UCIuhh7H0kpOJtYHJDgXPLWg,1,2,3.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Nailed it Pia!!
UCJUWE1QQzN1v5fUAntfhvLw,@C4THUGS,UCJUWE1QQzN1v5fUAntfhvLw,1,0,13.0,0.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,We have somehow returned to the commenting on adds stage of YouTube shorts.
UCJXiwQfSJ04lvxOGWu-lC0A,@amandac3362,UCJXiwQfSJ04lvxOGWu-lC0A,1,2,11.0,0.0,1.0,0.8122,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,awesome! now teach us how to do your lips too :)
UCJXmIUwtldZLaXlPS4k7bfA,@RcUmali,UCJXmIUwtldZLaXlPS4k7bfA,1,0,4.0,0.0,2.0,0.946,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Kendall and Becky Armstrong🎉❤❤❤
UCJqGznMdJ9Cc9PYd0WJ_fPA,@joebrow7698,UCJqGznMdJ9Cc9PYd0WJ_fPA,1,1,1.0,0.0,0.0,0.936,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,😘🥰🧡
UCJy3T2dTLF0vqWwwZqQDR0g,@PhyuHninHtwe-c6m,UCJy3T2dTLF0vqWwwZqQDR0g,2,4,1.0,0.0,1.0,0.6589,0.08414570696119915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Beautiful
UCJyPu564rOYZsHESX20Owfw,@presillasherly2455,UCJyPu564rOYZsHESX20Owfw,1,4,5.0,0.0,0.0,-0.2924,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,What it mix?  Not clear
UCK5DQmEOhczSy-7K1xAGydQ,@AntoDeLeón-b5h,UCK5DQmEOhczSy-7K1xAGydQ,1,2,2.0,0.0,0.0,0.9719,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Hola ❤❤❤❤❤
